ell,target_core_diameter_um,target_bessel_length_um,gamma_slm_deg,magnification_to_sample,kr_sample_m_inv,ring_radius_um,core_radius_um,feature_diameter_um,ring_width_um,peak_in_plane,peak_onaxis,onaxis_to_peak_ratio,pulse_energy_at_sample_uJ,first_order_selected_fraction,propagation_method,output_dx_at_peak_um,output_dx_min_um,output_dx_max_um,sas_retained_power_fraction_min,sas_retained_power_fraction_at_peak,sas_z_limit_min_um,sas_z_over_limit_max,sas_output_magnification_at_peak,sas_bandlimit_retained_fraction_min,bessel_zone_um,zone_start_um,zone_end_um,zone_capped,bessel_region_um,bessel_region_start_um,bessel_region_end_um,bessel_region_capped,feature_power_zone_um,feature_power_zone_start_um,feature_power_zone_end_um,feature_power_zone_capped,radius_stability_zone_um,radius_stability_zone_start_um,radius_stability_zone_end_um,radius_stability_zone_capped,bessel_region_peak_level,bessel_region_power_level,bessel_region_radius_tolerance,ring_or_core_power_fraction_min_in_region,ring_or_core_radius_drift_fraction_max_in_region,ring_or_core_radius_drift_fraction_at_peak,peak_fluence_J_cm2,core_or_ring_peak_fluence_J_cm2,side_lobe_peak_fluence_J_cm2,side_to_core_peak_ratio,plane_fluence_integral_J,effective_pulses,incubated_threshold_J_cm2,line_proxy_threshold_length_um,line_proxy_threshold_width_um,line_proxy_threshold_area_um2,study,case_id,path,material,write_depth_um,NA,phase_bits,fill_factor,blaze_period_px,beam_radius_on_slm_mm,hardware_reachable,qa_status,device_grid_label,device_downsample,pupil_N,pupil_dx_um,pupil_window_mm,phase_frequency_lpmm,pupil_nyquist_lpmm,phase_sampling_label,focal_dx_um,focal_kt_nyquist_over_kr,focal_samples_per_radial_period,focal_sampling_label,axial_dz_um,axial_scan_end_um,axial_scan_target_factor,axial_sampling_label,k_medium_m_inv,propagation_power_drift_fraction,sas_retained_power_fraction_mean,knob,knob_value,normalised_bessel_region_sensitivity,normalised_zone_sensitivity,mapping_mode,objective_map_source,objective_map_demag,mapping_claim_scope,hardware_target_achieved,phase1r_metadata_reexport,phase1r_quantitative_status,phase1r_quantitative_valid,phase1r_case_uid,phase1r_evidence_path
3,3.0,150.0,0.2428511254567136,0.008071063517253126,1603333.3333333333,2.156830601203611,1.491932433534409,4.313661202407222,1.361438345298669,106309.6603436025,10274.282037513189,0.09664485809009053,2.6244,0.9335116117243349,bl_asm,0.25122070312500006,0.25122070312500006,0.25122070312500006,1.0,1.0,,,,,78.34160190682017,349.4177847221993,427.7593866290195,False,25.500000000000025,382.49999999999994,407.99999999999994,False,38.249999999999986,369.75,407.99999999999994,False,63.75000000000001,382.49999999999994,446.24999999999994,False,0.5,0.5,0.15,0.7955519638249587,0.1176470588235295,0.0,7.117555083687593,7.027785611497977,6.093916342207015,0.867117564348707,2.6243999999999994e-06,300.0,0.8029538686943561,0.0,0.0,0.0,oat_sensitivity,slm_phase_bits_8,realistic,Cr:ZnSe,300.0,0.45,8,0.93,20,2.0,True,marginal,downsampled,4,512,32.0,16.384,8.30956127982979,15.625,pass,0.25122070312500006,7.799569355087367,15.599138710174733,pass,6.750000000000002,270.0,1.8,pass,14898903.935391827,0.30701453783520566,1.0,slm_phase_bits,8.0,4.575006275967736e-16,4.575006275967736e-16,target_matched_inverse_design,compute_design_from_targets:w0_sample/beam_radius_on_slm,0.008071063517253126,inverse_design_feasibility,false,true,invalid_unconverged,false,HDR-902857d3c6dc,outputs/validation/phase1_reconciliation/phase1r_convergence_manifest.json
3,3.0,150.0,0.2428511254567136,0.008071063517253126,1603333.3333333333,2.1568833321415144,1.4920502402410283,4.313766664283029,1.3638837098412646,106113.02159324713,10302.582392644823,0.09709065143896028,2.6244,0.9326789702463949,bl_asm,0.25122070312500006,0.25122070312500006,0.25122070312500006,1.0,1.0,,,,,78.41683570296537,349.36903225271243,427.7858679556778,False,25.500000000000025,382.49999999999994,407.99999999999994,False,38.249999999999986,369.75,407.99999999999994,False,63.75000000000001,382.49999999999994,446.24999999999994,False,0.5,0.5,0.15,0.7974850841385718,0.1176470588235295,0.0,7.110639427435478,7.025807840206112,6.114469012153933,0.8702869693023879,2.6244000000000002e-06,300.0,0.8029538686943561,0.0,0.0,0.0,oat_sensitivity,slm_phase_bits_6,realistic,Cr:ZnSe,300.0,0.45,6,0.93,20,2.0,True,marginal,downsampled,4,512,32.0,16.384,8.30956127982979,15.625,pass,0.25122070312500006,7.799569355087367,15.599138710174733,pass,6.750000000000002,270.0,1.8,pass,14898903.935391827,0.3072500449480342,1.0,slm_phase_bits,6.0,4.575006275967736e-16,4.575006275967736e-16,target_matched_inverse_design,compute_design_from_targets:w0_sample/beam_radius_on_slm,0.008071063517253126,inverse_design_feasibility,false,true,invalid_unconverged,false,HDR-cb53d66a1447,outputs/validation/phase1_reconciliation/phase1r_convergence_manifest.json
3,3.0,150.0,0.2428511254567136,0.008071063517253126,1603333.3333333333,2.156750707375373,1.491495530119364,4.313501414750746,1.3643874148352897,105638.19115185863,10095.421461539749,0.09556601974590065,2.6244,0.9225456978598328,bl_asm,0.25122070312500006,0.25122070312500006,0.25122070312500006,1.0,1.0,,,,,78.15337874846529,349.564376289524,427.71775503798926,False,25.500000000000025,382.49999999999994,407.99999999999994,False,38.249999999999986,369.75,407.99999999999994,False,63.75000000000001,382.49999999999994,446.24999999999994,False,0.5,0.5,0.15,0.7944322159084779,0.11764705882352951,0.0,7.158862068249733,7.002105737317417,6.087295671359491,0.8693521491567192,2.6243999999999994e-06,300.0,0.8029538686943561,0.0,0.0,0.0,oat_sensitivity,slm_phase_bits_4,realistic,Cr:ZnSe,300.0,0.45,4,0.93,20,2.0,True,marginal,downsampled,4,512,32.0,16.384,8.30956127982979,15.625,pass,0.25122070312500006,7.799569355087367,15.599138710174733,pass,6.750000000000002,270.0,1.8,pass,14898903.935391827,0.3060293636784036,1.0,slm_phase_bits,4.0,4.575006275967736e-16,4.575006275967736e-16,target_matched_inverse_design,compute_design_from_targets:w0_sample/beam_radius_on_slm,0.008071063517253126,inverse_design_feasibility,false,true,invalid_unconverged,false,HDR-e39bf69e8de0,outputs/validation/phase1_reconciliation/phase1r_convergence_manifest.json
3,3.0,150.0,0.2428511254567136,0.008071063517253126,1603333.3333333333,2.156830601192417,1.4919324306981994,4.313661202384834,1.3614383490478659,114311.46273505644,11047.615094100198,0.09664485809009049,2.6244,0.9335116117243354,bl_asm,0.25122070312500006,0.25122070312500006,0.25122070312500006,1.0,1.0,,,,,78.34160190682017,349.4177847221993,427.7593866290195,False,25.500000000000025,382.49999999999994,407.99999999999994,False,38.249999999999986,369.75,407.99999999999994,False,63.75000000000001,382.49999999999994,446.24999999999994,False,0.5,0.5,0.15,0.7955519647281291,0.11764705882352955,0.0,7.117554734272275,7.027785753610269,6.093916336355656,0.8671175459816954,2.6243999999999994e-06,300.0,0.8029538686943561,0.0,0.0,0.0,oat_sensitivity,fill_factor_1p0,realistic,Cr:ZnSe,300.0,0.45,8,1.0,20,2.0,True,marginal,downsampled,4,512,32.0,16.384,8.30956127982979,15.625,pass,0.25122070312500006,7.799569355087367,15.599138710174733,pass,6.750000000000002,270.0,1.8,pass,14898903.935391827,0.30701453783520566,1.0,fill_factor,1.0,-1.9366898421940588e-15,-1.9366898421940588e-15,target_matched_inverse_design,compute_design_from_targets:w0_sample/beam_radius_on_slm,0.008071063517253126,inverse_design_feasibility,false,true,invalid_unconverged,false,HDR-788abd8fb5ed,outputs/validation/phase1_reconciliation/phase1r_convergence_manifest.json
3,3.0,150.0,0.2428511254567136,0.008071063517253126,1603333.3333333333,2.156830601203611,1.491932433534409,4.313661202407222,1.361438345298669,106309.6603436025,10274.282037513189,0.09664485809009053,2.6244,0.9335116117243349,bl_asm,0.25122070312500006,0.25122070312500006,0.25122070312500006,1.0,1.0,,,,,78.34160190682017,349.4177847221993,427.7593866290195,False,25.500000000000025,382.49999999999994,407.99999999999994,False,38.249999999999986,369.75,407.99999999999994,False,63.75000000000001,382.49999999999994,446.24999999999994,False,0.5,0.5,0.15,0.7955519638249587,0.1176470588235295,0.0,7.117555083687593,7.027785611497977,6.093916342207015,0.867117564348707,2.6243999999999994e-06,300.0,0.8029538686943561,0.0,0.0,0.0,oat_sensitivity,fill_factor_0p93,realistic,Cr:ZnSe,300.0,0.45,8,0.93,20,2.0,True,marginal,downsampled,4,512,32.0,16.384,8.30956127982979,15.625,pass,0.25122070312500006,7.799569355087367,15.599138710174733,pass,6.750000000000002,270.0,1.8,pass,14898903.935391827,0.30701453783520566,1.0,fill_factor,0.93,-1.9366898421940588e-15,-1.9366898421940588e-15,target_matched_inverse_design,compute_design_from_targets:w0_sample/beam_radius_on_slm,0.008071063517253126,inverse_design_feasibility,false,true,invalid_unconverged,false,HDR-902857d3c6dc,outputs/validation/phase1_reconciliation/phase1r_convergence_manifest.json
3,3.0,150.0,0.2428511254567136,0.008071063517253126,1603333.3333333333,2.156830601162323,1.491932430839452,4.313661202324646,1.3614383495065572,97164.743324798,9390.472829985172,0.09664485809009052,2.6244,0.9335116117243352,bl_asm,0.25122070312500006,0.25122070312500006,0.25122070312500006,1.0,1.0,,,,,78.34160190682013,349.41778472219937,427.7593866290195,False,25.500000000000025,382.49999999999994,407.99999999999994,False,38.249999999999986,369.75,407.99999999999994,False,63.75000000000001,382.49999999999994,446.24999999999994,False,0.5,0.5,0.15,0.7955519636902036,0.11764705882352937,0.0,7.117554758788712,7.027785606492975,6.093915960862136,0.8671175107037932,2.6243999999999994e-06,300.0,0.8029538686943561,0.0,0.0,0.0,oat_sensitivity,fill_factor_0p85,realistic,Cr:ZnSe,300.0,0.45,8,0.85,20,2.0,True,marginal,downsampled,4,512,32.0,16.384,8.30956127982979,15.625,pass,0.25122070312500006,7.799569355087367,15.599138710174733,pass,6.750000000000002,270.0,1.8,pass,14898903.935391827,0.307014537835206,1.0,fill_factor,0.85,-1.9366898421940588e-15,-1.9366898421940588e-15,target_matched_inverse_design,compute_design_from_targets:w0_sample/beam_radius_on_slm,0.008071063517253126,inverse_design_feasibility,false,true,invalid_unconverged,false,HDR-bc8920413fed,outputs/validation/phase1_reconciliation/phase1r_convergence_manifest.json
3,3.0,150.0,0.2428511254567136,0.008071063517253126,1603333.3333333333,2.1417842246368495,1.4801675832356835,4.283568449273699,1.369463133797309,106256.52478671209,5070.961604975784,0.04772376675366229,2.6244,0.9334333124793347,bl_asm,0.25122070312500006,0.25122070312500006,0.25122070312500006,1.0,1.0,,,,,78.34519884207482,349.4398005872026,427.78499942927743,False,25.500000000000025,382.49999999999994,407.99999999999994,False,38.249999999999986,369.75,407.99999999999994,False,63.75000000000001,382.49999999999994,446.24999999999994,False,0.5,0.5,0.15,0.7981865441889696,0.11764705882352967,0.0,7.115793416585577,6.970374363376482,6.006588331105495,0.8617310947694745,2.6243999999999994e-06,300.0,0.8029538686943561,0.0,0.0,0.0,oat_sensitivity,blaze_period_px_12,realistic,Cr:ZnSe,300.0,0.45,8,0.93,12,2.0,True,marginal,downsampled,4,512,32.0,16.384,12.476227946496454,15.625,pass,0.25122070312500006,7.799569355087367,15.599138710174733,pass,6.750000000000002,270.0,1.8,pass,14898903.935391827,0.30703799740837484,1.0,blaze_period_px,12.0,-4.4170028735277923e-16,-4.4170028735277923e-16,target_matched_inverse_design,compute_design_from_targets:w0_sample/beam_radius_on_slm,0.008071063517253126,inverse_design_feasibility,false,true,invalid_unconverged,false,HDR-1c42a7b1d6ca,outputs/validation/phase1_reconciliation/phase1r_convergence_manifest.json
3,3.0,150.0,0.2428511254567136,0.008071063517253126,1603333.3333333333,2.156830601203611,1.491932433534409,4.313661202407222,1.361438345298669,106309.6603436025,10274.282037513189,0.09664485809009053,2.6244,0.9335116117243349,bl_asm,0.25122070312500006,0.25122070312500006,0.25122070312500006,1.0,1.0,,,,,78.34160190682017,349.4177847221993,427.7593866290195,False,25.500000000000025,382.49999999999994,407.99999999999994,False,38.249999999999986,369.75,407.99999999999994,False,63.75000000000001,382.49999999999994,446.24999999999994,False,0.5,0.5,0.15,0.7955519638249587,0.1176470588235295,0.0,7.117555083687593,7.027785611497977,6.093916342207015,0.867117564348707,2.6243999999999994e-06,300.0,0.8029538686943561,0.0,0.0,0.0,oat_sensitivity,blaze_period_px_20,realistic,Cr:ZnSe,300.0,0.45,8,0.93,20,2.0,True,marginal,downsampled,4,512,32.0,16.384,8.30956127982979,15.625,pass,0.25122070312500006,7.799569355087367,15.599138710174733,pass,6.750000000000002,270.0,1.8,pass,14898903.935391827,0.30701453783520566,1.0,blaze_period_px,20.0,-4.4170028735277923e-16,-4.4170028735277923e-16,target_matched_inverse_design,compute_design_from_targets:w0_sample/beam_radius_on_slm,0.008071063517253126,inverse_design_feasibility,false,true,invalid_unconverged,false,HDR-902857d3c6dc,outputs/validation/phase1_reconciliation/phase1r_convergence_manifest.json
3,3.0,150.0,0.2428511254567136,0.008071063517253126,1603333.3333333333,2.1418375359619692,1.4797997329597237,4.2836750719239385,1.3717905482255779,106488.35259834705,7224.596290315827,0.06784400466373607,2.6244,0.9325552207710431,bl_asm,0.25122070312500006,0.25122070312500006,0.25122070312500006,1.0,1.0,,,,,78.06756855043577,349.75839352217804,427.82596207261383,False,25.500000000000025,382.49999999999994,407.99999999999994,False,38.249999999999986,369.75,407.99999999999994,False,63.75000000000001,382.49999999999994,446.24999999999994,False,0.5,0.5,0.15,0.7992087377423686,0.11764705882352948,0.0,7.1518581408937925,7.09903238612799,6.166313798320417,0.8686132789547246,2.6243999999999994e-06,300.0,0.8029538686943561,0.0,0.0,0.0,oat_sensitivity,blaze_period_px_32,realistic,Cr:ZnSe,300.0,0.45,8,0.93,32,2.0,True,marginal,downsampled,4,512,32.0,16.384,5.965811279829788,15.625,pass,0.25122070312500006,7.799569355087367,15.599138710174733,pass,6.750000000000002,270.0,1.8,pass,14898903.935391827,0.3077243321304108,1.0,blaze_period_px,32.0,-4.4170028735277923e-16,-4.4170028735277923e-16,target_matched_inverse_design,compute_design_from_targets:w0_sample/beam_radius_on_slm,0.008071063517253126,inverse_design_feasibility,false,true,invalid_unconverged,false,HDR-7e6bd4e1b661,outputs/validation/phase1_reconciliation/phase1r_convergence_manifest.json
3,3.0,150.0,0.48569352543019634,0.01614212703450625,1603333.3333333333,2.3874999999999997,1.7207290062350473,4.7749999999999995,1.5257646650538292,8.45326490049339,0.9997601683961199,0.11826911615389778,2.6244,1.0,bl_asm,0.25,0.25,0.25,1.0,1.0,,,,,127.83550224635343,17.492473997238562,145.327976243592,False,114.75,27.0,141.75,False,114.75,27.0,141.75,False,249.75000000000003,20.25,270.0,True,0.5,0.5,0.15,0.5261034620381961,0.10526315789473702,0.0,5.437854969391,5.437854969391,1.8083373809198533,0.33254608500939364,2.6244e-06,300.0,0.8029538686943561,0.0,0.0,0.0,oat_sensitivity,beam_radius_on_slm_mm_1p0,ideal,Cr:ZnSe,300.0,0.45,8,0.93,20,1.0,True,marginal,downsampled,4,512,32.0,16.384,10.369122559659578,15.625,pass,0.25122070312500006,7.799569355087367,15.599138710174733,pass,6.750000000000002,270.0,1.8,pass,14898903.935391827,0.005891398052292213,1.0,beam_radius_on_slm_mm,1.0,-3.076279285527748e-16,-3.076279285527748e-16,target_matched_inverse_design,compute_design_from_targets:w0_sample/beam_radius_on_slm,0.01614212703450625,inverse_design_feasibility,false,true,validated_under_phase1_power_gate,true,HDR-7d0dc8cee9a2,outputs/validation/phase1_reconciliation/phase1r_convergence_manifest.json
3,3.0,150.0,0.2428511254567136,0.008071063517253126,1603333.3333333333,2.3874999999999997,1.7207290062350473,4.7749999999999995,1.5257646650538292,8.45326490049339,0.9997601683961199,0.11826911615389778,2.6244,1.0,bl_asm,0.25,0.25,0.25,1.0,1.0,,,,,127.83550224635343,17.492473997238562,145.327976243592,False,114.75,27.0,141.75,False,114.75,27.0,141.75,False,249.75000000000003,20.25,270.0,True,0.5,0.5,0.15,0.5261034620381961,0.10526315789473702,0.0,5.437854969391,5.437854969391,1.8083373809198533,0.33254608500939364,2.6244e-06,300.0,0.8029538686943561,0.0,0.0,0.0,oat_sensitivity,beam_radius_on_slm_mm_2p0,ideal,Cr:ZnSe,300.0,0.45,8,0.93,20,2.0,True,marginal,downsampled,4,512,32.0,16.384,8.30956127982979,15.625,pass,0.25122070312500006,7.799569355087367,15.599138710174733,pass,6.750000000000002,270.0,1.8,pass,14898903.935391827,0.005891398052292213,1.0,beam_radius_on_slm_mm,2.0,-3.076279285527748e-16,-3.076279285527748e-16,target_matched_inverse_design,compute_design_from_targets:w0_sample/beam_radius_on_slm,0.008071063517253126,inverse_design_feasibility,false,true,validated_under_phase1_power_gate,true,HDR-47643bfe5cf5,outputs/validation/phase1_reconciliation/phase1r_convergence_manifest.json
3,3.0,150.0,0.16190128893519445,0.005380709011502084,1603333.3333333333,2.3874999999999997,1.7207290062350473,4.7749999999999995,1.5257646650538292,8.45326490049339,0.9997601683961199,0.11826911615389778,2.6244,1.0,bl_asm,0.25,0.25,0.25,1.0,1.0,,,,,127.83550224635343,17.492473997238562,145.327976243592,False,114.75,27.0,141.75,False,114.75,27.0,141.75,False,249.75000000000003,20.25,270.0,True,0.5,0.5,0.15,0.5261034620381961,0.10526315789473702,0.0,5.437854969391,5.437854969391,1.8083373809198533,0.33254608500939364,2.6244e-06,300.0,0.8029538686943561,0.0,0.0,0.0,oat_sensitivity,beam_radius_on_slm_mm_3p0,ideal,Cr:ZnSe,300.0,0.45,8,0.93,20,3.0,True,marginal,downsampled,4,512,32.0,16.384,7.62304085321986,15.625,pass,0.25122070312500006,7.799569355087367,15.599138710174733,pass,6.750000000000002,270.0,1.8,pass,14898903.935391827,0.005891398052292213,1.0,beam_radius_on_slm_mm,3.0,-3.076279285527748e-16,-3.076279285527748e-16,target_matched_inverse_design,compute_design_from_targets:w0_sample/beam_radius_on_slm,0.005380709011502084,inverse_design_feasibility,false,true,validated_under_phase1_power_gate,true,HDR-92b2e3884a2f,outputs/validation/phase1_reconciliation/phase1r_convergence_manifest.json
